,Year,Month,Day,Average_Temperature,Maximum_Temperature,Minimum_Temperature,Average_Pressure_Sea_Level,Average_Pressure_Station_Level,Average_Relative_Humidity,Total_Rainfall_Snowmelt,Average_Visibility,Average_Wind_Speed,Maximum_Sustained_Wind_Speed,Maximum_Speed_Of_Wind,Indicator_For_Occurrence_Of_Fog,Indicator_For_Occurrence_Of_Rain,Indicator_For_Occurrence_Of_Snow,Indicator_For_Occurrence_Of_Hail,Indicator_For_Occurrence_Of_Thunder,Indicator_For_Occurrence_Of_Tornado_Funnel_Cloud
236,1991,8,25,26.6,36.4,16.0,-,950.2,39,0,10.6,5.0,22.2,-,0,0,0,0,0,0
237,1991,8,26,27.4,35.0,19.0,-,949.2,39,0,10.9,7.0,18.3,-,0,0,0,0,0,0
238,1991,8,27,27.3,35.5,19.0,-,950.4,40,0,10.8,8.3,25.9,-,0,0,0,0,0,0
239,1991,8,28,25.4,35.0,17.0,-,951.7,43,0,10.9,6.5,29.4,-,0,1,0,0,1,0
240,1991,8,29,24.8,34.0,16.0,-,948.8,42,0,10.9,9.4,31.7,-,0,0,0,0,0,0
241,1991,8,30,23.4,30.2,14.0,-,949.1,46,0,10.5,7.4,22.2,-,0,0,0,0,0,0
242,1991,8,31,22.8,30.4,16.6,-,951.1,47,0,11.4,9.4,24.1,33.5,0,0,0,0,0,0
243,1991,9,1,22.8,32.0,14.0,-,953.7,44,0,10.6,5.2,22.2,-,0,0,0,0,0,0
244,1991,9,2,23.8,32.5,15.0,-,953,44,0,10.6,5.0,22.2,-,0,0,0,0,0,0
245,1991,9,3,23.9,32.3,19.0,-,951.6,55,0,11.4,12.4,27.8,29.4,0,1,0,0,1,0
246,1991,9,4,23.1,30.0,19.0,-,952.5,59,0,11.3,10.7,22.2,-,0,0,0,0,1,0
247,1991,9,5,22.2,30.5,15.0,-,953.5,57,0,11.1,12.2,33.5,51.9,0,1,0,0,1,0
248,1991,9,6,21.0,26.0,16.0,-,954.9,59,1.02,10.9,5.4,18.3,-,0,1,0,0,1,0
249,1991,9,7,21.9,31.5,13.6,-,954,50,0,11.4,3.5,13,-,0,0,0,0,0,0
250,1991,9,8,24.1,32.5,15.8,-,951.4,44,0,10.8,4.3,14.8,-,0,0,0,0,0,0
251,1991,9,9,24.3,33.0,15.6,-,950,44,0,10.6,7.0,25.9,29.4,0,0,0,0,0,0
252,1991,9,10,24.4,32.4,16.6,-,951,50,0,10.8,8.1,22.2,-,0,0,0,0,0,0
253,1991,9,11,22.3,29.5,16.8,-,950.8,53,0,11.3,11.9,31.7,-,0,0,0,0,0,0
254,1991,9,12,20.5,27.4,13.0,-,951.7,55,0,11.1,3.5,18.3,-,0,0,0,0,0,0
255,1991,9,13,21.3,29.0,13.0,-,952.5,51,0,10.9,3.9,14.8,-,0,0,0,0,0,0
256,1991,9,14,22.8,31.0,15.0,-,952.8,50,0,10.6,2.6,11.1,-,0,0,0,0,0,0
257,1991,9,15,23.4,31.5,14.8,-,953.9,44,0,10.9,3.7,11.1,-,0,0,0,0,0,0
258,1991,9,16,23.8,32.2,15.0,-,955.1,44,0,10.3,3.5,11.1,-,0,0,0,0,0,0
259,1991,9,17,25.3,34.4,15.8,-,955.4,40,0,10.3,2.8,11.1,-,0,0,0,0,0,0
260,1991,9,18,25.5,35.8,15.0,-,952.8,41,0,10.5,3.0,13,-,0,0,0,0,0,0
261,1991,9,19,25.5,35.2,17.0,-,948.4,38,0,10.1,5.9,22.2,-,0,0,0,0,0,0
262,1991,9,20,22.4,32.0,15.0,-,946.3,45,0,10.9,7.6,40.7,59.4,0,1,0,0,1,0
263,1991,9,21,22.1,30.0,15.8,-,948,59,0.25,11.3,7.4,25.9,-,0,1,0,0,1,0
264,1991,9,22,21.8,29.2,16.0,-,951,58,1.02,11.1,8.3,22.2,-,0,0,0,0,1,0
265,1991,9,23,21.3,31.4,14.0,-,953.5,51,0,10.1,4.6,18.3,-,0,0,0,0,0,0
266,1991,9,24,21.2,30.6,14.0,-,950.3,50,0,10.6,8.7,37,55.4,0,1,0,0,0,0
267,1991,9,25,18.2,23.0,15.0,-,943.5,70,0.51,10.6,9.4,27.8,-,0,1,0,0,0,0
268,1991,9,26,16.4,20.8,13.0,-,945.9,41,0,11.6,23.9,37,46.5,0,0,0,0,0,0
269,1991,9,27,15.2,21.6,6.4,-,950.4,43,0,11.4,8.5,22.2,-,0,0,0,0,0,0
270,1991,9,28,12.7,17.0,8.4,-,939.7,67,11.94,10.8,19.6,46.5,-,0,1,0,0,0,0
271,1991,9,29,12.6,16.0,9.8,1001.8,935.2,73,0,16.3,13.7,24.1,-,0,0,0,0,0,0
272,1991,9,30,14.5,21.0,7.4,1011.2,944.4,64,0,13.8,4.3,11.1,-,0,0,0,0,0,0
273,1991,10,1,16.7,23.2,12.0,-,-,56,0,10.9,4.4,14.8,-,0,0,0,0,0,0
274,1991,10,2,15.9,23.5,8.0,-,-,51,0,10.1,9.4,22.2,-,0,0,0,0,0,0
275,1991,10,3,16.0,25.0,7.0,-,-,53,0,10.5,1.9,11.1,-,0,0,0,0,0,0
276,1991,10,4,16.5,22.8,9.0,-,-,54,0,10.6,5.9,14.8,-,0,0,0,0,0,0
277,1991,10,5,18.8,27.0,12.0,-,-,52,0,10.8,4.3,18.3,-,0,0,0,0,0,0
278,1991,10,6,14.8,21.0,9.0,-,-,46,0,10.3,9.3,24.1,-,0,0,0,0,0,0
279,1991,10,7,13.8,24.5,4.0,-,-,47,0,10.0,3.7,16.5,-,0,0,0,0,0,0
280,1991,10,8,12.6,19.8,6.0,-,-,57,0,10.9,12.6,37,-,0,1,0,0,0,0
281,1991,10,9,11.4,15.0,8.4,-,-,73,17.02,10.5,7.4,29.4,-,0,1,0,0,0,0
282,1991,10,10,11.3,13.0,9.4,-,-,89,13.97,8.7,8.1,20.6,-,0,1,0,0,0,0
283,1991,10,11,11.1,15.4,10.0,-,-,78,2.03,10.6,13.5,64.8,-,0,1,0,0,0,0
284,1991,10,12,12.2,17.0,9.4,-,-,72,0,11.6,16.1,25.9,-,0,1,0,0,0,0
285,1991,10,13,12.7,17.3,10.4,-,-,69,0,11.1,14.8,29.4,44.6,0,1,0,0,0,0
286,1991,10,14,12.8,18.0,10.0,-,-,66,0,11.3,11.7,18.3,-,0,1,0,0,0,0
287,1991,10,15,11.3,16.6,8.0,-,-,71,0,10.9,3.7,35.2,-,0,1,0,0,0,0
288,1991,10,16,11.1,18.2,4.6,-,-,63,0,11.4,3.9,14.8,-,0,0,0,0,0,0
289,1991,10,17,10.1,19.6,5.0,-,-,72,0,10.8,2.0,7.6,-,0,0,0,0,0,0
290,1991,10,18,12.3,18.4,6.0,-,-,67,0,8.4,1.5,11.1,-,0,0,0,0,0,0
291,1991,10,19,12.3,16.5,6.0,-,-,57,0,10.5,12.6,29.4,48.2,0,0,0,0,0,0
292,1991,10,20,9.3,15.0,2.0,-,-,47,0,10.6,8.1,25.9,-,0,0,0,0,0,0
293,1991,10,21,7.5,14.6,0.0,-,-,56,0,10.6,9.6,20.6,-,0,0,0,0,0,0
294,1991,10,22,7.4,13.4,1.0,-,-,52,0,10.6,14.3,29.4,-,0,0,0,0,0,0
295,1991,10,23,7.6,11.0,5.0,-,-,65,2.54,11.4,10.7,18.3,-,0,1,0,0,0,0
296,1991,10,24,9.1,14.5,5.0,-,-,69,0.25,11.3,4.1,11.1,-,0,1,0,0,0,0
297,1991,10,25,11.6,13.0,9.6,-,-,83,1.02,9.7,3.3,14.8,-,0,1,0,0,0,0
298,1991,10,26,12.7,14.0,12.0,-,-,79,7.87,10.5,11.1,20.6,-,0,1,0,0,0,0
299,1991,10,27,11.6,15.0,9.0,-,-,73,0,10.3,11.1,22.2,-,0,0,0,0,0,0
300,1991,10,28,10.8,13.2,7.8,-,-,83,2.03,10.3,9.6,18.3,-,0,1,0,0,0,0
301,1991,10,29,10.3,15.0,8.0,-,-,81,0,5.3,5.0,11.1,-,1,0,0,0,0,0
302,1991,10,30,9.6,14.0,5.8,-,-,85,0,4.7,1.7,9.4,-,1,0,0,0,0,0
303,1991,10,31,11.6,17.4,7.6,-,-,81,0,4.3,2.2,14.8,-,1,0,0,0,0,0
304,1991,11,1,12.4,21.0,5.8,-,953.6,72,0,6.4,0.9,7.6,-,1,0,0,0,0,0
305,1991,11,2,12.7,20.0,5.0,-,955.8,65,0,9.3,6.1,18.3,-,0,0,0,0,0,0
306,1991,11,3,15.4,19.4,10.8,-,952.4,61,0,10.8,16.1,33.5,-,0,1,0,0,0,0
307,1991,11,4,13.3,17.0,7.0,-,945.7,58,0,10.5,20.0,40.7,48.2,0,1,0,0,0,0
308,1991,11,5,7.9,14.0,2.6,-,952.2,61,0,11.3,4.8,18.3,-,0,0,0,0,0,0
309,1991,11,6,7.6,13.8,3.0,-,959.9,56,0,10.9,10.4,25.9,-,0,0,0,0,0,0
310,1991,11,7,5.4,15.0,-2.0,-,963,62,0,10.1,1.9,11.1,-,0,0,0,0,0,0
311,1991,11,8,6.5,17.0,-1.0,-,958.8,63,0,9.7,2.8,11.1,-,0,0,0,0,0,0
312,1991,11,9,7.4,18.0,-1.0,-,955.2,60,0,10.0,7.2,22.2,-,0,0,0,0,0,0
313,1991,11,10,6.0,13.0,0.0,-,956.1,59,0,10.9,5.0,14.8,-,0,0,0,0,0,0
314,1991,11,11,4.0,13.0,-2.0,-,958.3,74,0,10.9,1.9,9.4,-,0,0,0,0,0,0
315,1991,11,12,5.0,13.4,-2.0,-,956.7,-,0,9.0,4.1,11.1,-,0,0,0,0,0,0
316,1991,11,13,8.9,13.0,6.0,-,948.9,69,1.02,8.7,15.7,37,-,0,1,0,0,0,0
317,1991,11,14,9.4,13.0,6.0,-,949.9,51,0,11.7,24.1,44.6,-,0,0,0,0,0,0
318,1991,11,15,12.7,17.0,9.0,-,944.7,66,0,11.1,30.2,48.2,59.4,0,0,0,0,0,0
319,1991,11,16,11.6,16.3,6.0,-,947.2,46,0,11.7,25.7,44.3,55.4,0,0,0,0,0,0
320,1991,11,17,8.2,17.4,1.4,-,953.5,62,0,10.8,4.8,22.2,-,0,0,0,0,0,0
321,1991,11,18,7.9,15.0,1.0,-,951.8,77,0,10.3,8.1,24.1,-,0,1,0,0,0,0
322,1991,11,19,8.7,13.0,4.0,-,945.6,53,0,11.3,17.8,29.4,33.5,0,0,0,0,0,0
323,1991,11,20,5.8,12.0,2.8,-,946.3,57,0,11.1,11.1,37,55.4,0,0,0,0,0,0
324,1991,11,21,5.9,9.0,3.0,-,948.9,50,0,12.1,24.8,44.6,59.4,0,0,0,0,0,0
325,1991,11,22,5.6,11.0,-3.0,-,951.4,49,0,11.4,11.5,25.9,-,0,0,0,0,0,0
326,1991,11,23,0.4,11.0,-6.0,-,951.7,63,0,10.1,1.3,11.1,-,0,0,0,0,0,0
327,1991,11,24,2.1,11.0,-6.0,-,949.1,69,0,10.6,4.1,18.3,-,0,0,0,0,0,0
328,1991,11,25,5.6,11.0,2.0,-,949.4,79,0,6.6,4.3,11.1,-,0,0,0,0,0,0
329,1991,11,26,6.6,18.0,-1.0,-,951.3,63,0,6.4,4.1,14.8,-,1,0,0,0,0,0
330,1991,11,27,6.7,17.0,-0.5,-,954.2,62,0,10.1,3.5,14.8,-,0,0,0,0,0,0
331,1991,11,28,5.4,14.0,-1.0,-,954.8,73,0,10.5,3.0,11.1,-,0,0,0,0,0,0
332,1991,11,29,7.3,10.0,5.0,-,949.3,84,6.1,9.0,5.4,11.1,-,0,1,0,0,0,0
333,1991,11,30,8.1,11.0,6.0,-,945.7,80,1.02,6.8,2.0,11.1,-,1,1,0,0,0,0
334,1991,12,1,6.8,10.4,0.0,-,945.5,84,5.08,10.5,5.4,13,-,0,1,0,0,0,0
335,1991,12,2,5.4,9.0,3.0,-,949,87,1.02,6.3,3.5,11.1,-,1,1,0,0,0,0
336,1991,12,3,7.3,11.0,4.0,-,952.1,67,0,11.4,5.7,18.3,-,0,0,0,0,0,0
337,1991,12,4,7.4,12.7,3.0,-,951,70,0,11.3,3.9,11.1,-,0,0,0,0,0,0
338,1991,12,5,6.8,12.4,3.0,-,952.2,76,0,11.1,3.7,14.8,-,0,0,0,0,0,0
339,1991,12,6,7.4,15.0,3.0,-,954.1,75,0,11.1,1.5,7.6,-,0,0,0,0,0,0
340,1991,12,7,5.2,10.0,1.0,-,957.4,78,0,10.0,3.7,11.1,-,0,1,0,0,0,0
341,1991,12,8,6.3,8.2,4.0,-,953.6,85,2.54,9.2,2.8,11.1,-,0,1,0,0,0,0
342,1991,12,9,4.9,11.0,0.0,-,952.7,78,0,5.5,0.0,-,-,1,0,0,0,0,0
343,1991,12,10,6.2,10.0,2.0,-,956.2,66,0,11.3,3.1,7.6,-,0,0,0,0,0,0
344,1991,12,11,7.1,11.3,2.0,1027.6,958.4,74,0,10.5,2.2,7.6,-,0,0,0,0,0,0
345,1991,12,12,4.3,11.0,-1.0,-,961.3,77,0,10.3,0.9,7.6,-,0,0,0,0,0,0
346,1991,12,13,5.7,11.0,1.0,-,960.8,69,0,11.1,10.4,18.3,-,0,0,0,0,0,0
347,1991,12,14,7.3,11.0,5.0,-,960,65,0,11.3,10.0,25.9,-,0,1,0,0,0,0
348,1991,12,15,5.7,7.6,4.0,-,958,87,7.11,8.2,6.5,11.1,-,1,1,0,0,0,0
349,1991,12,16,6.5,11.0,1.0,-,957.4,80,0.25,10.0,2.8,11.1,-,0,0,0,0,0,0
350,1991,12,17,2.2,9.6,-2.0,-,961,89,0,1.4,1.3,9.4,-,1,0,0,0,0,0
351,1991,12,18,2.5,8.4,-1.0,-,965,87,0,1.4,0.4,7.6,-,1,0,0,0,0,0
352,1991,12,19,2.5,5.0,0.0,-,962.6,90,0,0.3,3.1,11.1,-,1,0,0,0,0,0
353,1991,12,20,5.6,15.0,0.0,-,962.2,62,0,6.8,5.0,11.1,-,1,0,0,0,0,0
354,1991,12,21,2.4,11.2,-3.0,-,964.3,69,0,10.0,3.3,11.1,-,0,0,0,0,0,0
355,1991,12,22,4.3,14.3,-4.0,-,963.3,56,0,8.0,3.3,11.1,-,0,0,0,0,0,0
356,1991,12,23,5.2,19.0,-4.0,-,963.1,46,0,10.8,3.1,11.1,-,0,0,0,0,0,0
357,1991,12,24,4.4,16.5,-4.0,-,962.8,64,0,10.0,4.8,14.8,-,0,0,0,0,0,0
358,1991,12,25,4.7,14.0,-3.0,-,964.6,62,0,10.1,4.6,13,-,0,0,0,0,0,0
359,1991,12,26,0.4,9.0,-4.0,-,965.4,92,0,5.8,1.5,7.6,-,1,0,0,0,0,0
360,1991,12,27,2.0,14.2,-6.0,-,960.4,75,0,7.1,1.7,7.6,-,0,0,0,0,0,0
361,1991,12,28,2.2,13.6,-5.0,-,956.4,68,0,10.5,0.9,7.6,-,0,0,0,0,0,0
362,1991,12,29,1.6,11.4,-5.0,-,962.8,80,0,10.5,2.2,9.4,-,0,0,0,0,0,0
363,1991,12,30,1.4,10.0,-5.0,-,966.4,85,0,9.0,0.9,9.4,-,0,0,0,0,0,0
364,1991,12,31,0.3,10.0,-6.0,-,964.5,89,0,6.0,1.3,7.6,-,1,0,0,0,0,0
365,1992,1,1,0.2,8.2,-6.0,-,965.7,84,0,7.1,3.0,13,-,1,0,0,0,0,0
366,1992,1,2,5.5,12.6,0.0,-,967.3,74,0,11.1,4.3,16.5,-,0,0,0,0,0,0
367,1992,1,3,5.3,11.0,-2.0,-,965.4,76,0,10.8,2.8,11.1,-,0,0,0,0,0,0
368,1992,1,4,1.4,11.0,-4.0,-,964.4,86,0,10.6,1.5,9.4,-,0,0,0,0,0,0
369,1992,1,5,0.9,9.0,-5.0,-,964.1,83,0,10.0,3.5,11.1,-,0,0,0,0,0,0
370,1992,1,6,0.9,11.0,-6.0,-,962.5,83,0,10.8,2.6,11.1,-,0,0,0,0,0,0
371,1992,1,7,2.6,9.0,-3.0,-,958.9,87,0,10.9,2.0,9.4,-,0,0,0,0,0,0
372,1992,1,8,7.6,14.0,3.0,-,952.8,85,0.76,9.7,11.9,29.4,-,0,1,0,0,0,0
373,1992,1,9,6.1,10.2,2.0,-,949.4,78,0.51,10.9,16.1,29.4,-,0,1,0,0,0,0
374,1992,1,10,2.7,9.4,-2.0,-,952.9,73,0,10.8,4.4,14.8,-,0,0,0,0,0,0
375,1992,1,11,1.9,7.0,-3.0,-,953,79,0,11.6,1.7,9.4,-,0,0,0,0,0,0
376,1992,1,12,1.7,8.0,-4.0,-,953.9,80,0,10.8,2.6,7.6,-,0,0,0,0,0,0
377,1992,1,13,0.6,8.0,-6.4,-,957.5,75,0,10.1,2.4,11.1,-,0,0,0,0,0,0
378,1992,1,14,4.2,10.0,0.0,-,958.9,79,0,11.3,3.1,7.6,-,0,0,0,0,0,0
379,1992,1,15,2.8,13.0,-4.0,-,960.1,81,0,10.0,0.6,7.6,-,0,0,0,0,0,0
380,1992,1,16,1.4,10.6,-5.0,-,959.7,82,0,9.7,1.7,7.6,-,0,0,0,0,0,0
381,1992,1,17,1.5,15.4,-6.0,-,956.6,77,0,9.2,2.2,7.6,-,0,0,0,0,0,0
382,1992,1,18,0.0,8.0,-6.0,-,959,-,0,6.8,0.7,7.6,-,1,0,0,0,0,0
383,1992,1,19,-2.1,2.0,-7.0,-,956.4,100,0,1.4,2.0,9.4,-,1,0,0,0,0,0
384,1992,1,20,-1.5,3.0,-4.0,1025.1,950.7,94,0,2.4,1.5,13,-,1,0,0,0,0,0
385,1992,1,21,0.3,9.0,-7.0,-,948.8,73,0,7.6,6.1,22.2,-,1,0,0,0,0,0
386,1992,1,22,1.7,7.0,-4.0,-,949.8,58,0,11.3,14.1,33.5,-,0,0,0,0,0,0
387,1992,1,23,-0.9,3.0,-6.0,-,949.7,68,0,11.4,11.1,25.9,-,0,0,0,0,0,0
388,1992,1,24,0.5,11.0,-7.0,-,955,74,0,10.6,7.4,25.9,-,0,0,0,0,0,0
389,1992,1,25,2.9,13.4,-5.0,-,962.5,64,0,10.3,7.8,29.4,-,0,0,0,0,0,0
390,1992,1,26,4.2,12.0,-2.0,-,962.1,63,0,10.8,10.7,29.4,-,0,0,0,0,0,0
391,1992,1,27,3.0,9.0,-3.4,-,957.1,60,0,10.1,15.2,33.5,-,0,0,0,0,0,0
392,1992,1,28,2.0,11.0,-5.0,-,956.3,63,0,10.8,7.4,25.9,-,0,0,0,0,0,0
393,1992,1,29,3.4,11.5,-5.0,-,956.6,64,0,10.9,3.3,14.8,-,0,0,0,0,0,0
394,1992,1,30,2.6,12.0,-5.0,-,958.7,70,0,10.1,3.7,18.3,-,0,0,0,0,0,0
395,1992,1,31,4.2,13.0,-3.0,-,957.3,64,0,10.5,3.1,9.4,-,0,0,0,0,0,0
396,1992,2,1,2.4,14.5,-6.0,1028.9,956.7,66,0,10.8,1.1,11.1,-,0,0,0,0,0,0
397,1992,2,2,2.8,15.2,-6.0,-,959.5,59,0,10.0,2.0,11.1,-,0,0,0,0,0,0
398,1992,2,3,2.4,14.4,-6.0,-,962,64,0,9.2,1.9,11.1,-,0,0,0,0,0,0
399,1992,2,4,3.9,19.7,-7.0,-,959.5,53,0,10.9,5.6,22.2,-,0,0,0,0,0,0
400,1992,2,5,6.5,21.0,-6.5,-,956.7,45,0,10.1,3.1,13,-,0,0,0,0,0,0
401,1992,2,6,6.9,18.8,-2.0,-,956.4,52,0,10.0,3.5,11.1,-,0,0,0,0,0,0
402,1992,2,7,5.2,18.2,-5.0,-,957.1,62,0,10.0,1.7,9.4,-,0,0,0,0,0,0
403,1992,2,8,3.6,14.0,-4.0,-,958.2,73,0,9.2,3.1,9.4,-,0,0,0,0,0,0
404,1992,2,9,3.4,14.0,-5.0,-,957.7,72,0,8.7,4.6,18.3,-,1,0,0,0,0,0
405,1992,2,10,3.9,14.0,-4.0,-,958,72,0,10.0,1.1,9.4,-,0,0,0,0,0,0
406,1992,2,11,5.4,15.4,-2.0,-,956.5,73,0,9.5,3.9,11.1,-,0,0,0,0,0,0
407,1992,2,12,5.8,14.6,-2.0,-,952.6,81,0,9.2,7.8,27.8,-,0,1,0,0,0,0
408,1992,2,13,8.1,13.4,1.0,-,957.4,55,2.03,11.3,21.7,37,-,0,0,0,0,0,0
409,1992,2,14,4.3,13.4,-3.0,-,960.2,70,0,10.1,4.1,11.1,-,0,0,0,0,0,0
410,1992,2,15,5.2,16.4,-3.0,-,959.6,67,0,8.0,2.2,13,-,0,0,0,0,0,0
411,1992,2,16,6.6,17.0,-2.0,-,958,59,0,10.1,5.0,13,-,0,0,0,0,0,0
412,1992,2,17,7.4,16.0,0.0,-,955.9,48,0,10.0,8.7,18.3,-,0,0,0,0,0,0
413,1992,2,18,6.2,11.0,2.0,-,950.6,57,0,10.8,6.5,14.8,-,0,1,0,0,0,0
414,1992,2,19,2.2,5.0,-2.0,-,948.5,82,5.08,9.8,18.7,25.9,-,0,1,1,0,0,0
415,1992,2,20,2.9,8.0,-3.0,-,950.2,67,4.06,10.6,22.4,37,44.6,0,1,1,0,0,0
416,1992,2,21,1.9,11.0,-5.0,-,957.5,54,0,10.1,7.2,14.8,-,0,0,0,0,0,0
417,1992,2,22,2.1,11.5,-5.0,-,962.5,64,0,10.0,2.6,9.4,-,0,0,0,0,0,0
418,1992,2,23,3.6,15.0,-5.0,-,962.1,61,0,10.0,5.4,22.2,-,0,0,0,0,0,0
419,1992,2,24,4.6,9.0,0.0,-,957.9,74,0,11.3,5.9,22.2,-,0,1,0,0,0,0
420,1992,2,25,5.8,11.0,2.0,-,955.8,82,5.33,8.4,4.6,13,-,0,1,0,0,1,0
421,1992,2,26,5.4,13.0,-1.0,-,958.7,71,0,7.7,2.6,11.1,-,1,0,0,0,0,0
422,1992,2,27,4.8,14.0,-2.0,-,958.4,64,0,8.5,3.5,11.1,29.4,0,0,0,0,0,0
423,1992,2,28,6.2,15.0,-2.0,-,960.1,-,0,10.0,4.4,14.8,-,0,0,0,0,0,0
424,1992,2,29,7.2,13.5,1.0,-,959.4,66,0,10.9,5.0,14.8,-,0,0,0,0,0,0
425,1992,3,1,8.6,13.0,5.0,-,954.8,68,0,11.1,4.8,11.1,-,0,1,0,0,0,0
426,1992,3,2,9.3,13.0,6.0,-,957.3,68,0,11.1,15.6,29.4,44.6,0,1,0,0,0,0
427,1992,3,3,9.2,15.0,4.0,-,959.7,62,0,10.0,12.0,29.4,-,0,0,0,0,0,0
428,1992,3,4,8.1,14.0,3.0,-,956.4,67,0,9.8,4.3,14.8,-,0,0,0,0,0,0
429,1992,3,5,9.3,15.0,3.0,-,956.3,61,0,8.2,4.4,22.2,-,0,0,0,0,0,0
430,1992,3,6,9.5,19.0,2.0,-,959.7,50,0,10.0,3.7,14.8,-,0,0,0,0,0,0
431,1992,3,7,9.7,21.3,-2.8,-,959.3,49,0,9.5,3.9,11.1,-,0,0,0,0,0,0
432,1992,3,8,11.7,20.0,3.0,-,958.6,50,0,10.6,8.5,29.4,-,0,0,0,0,0,0
433,1992,3,9,9.0,18.0,-1.0,-,962.1,43,0,10.1,9.4,22.2,-,0,0,0,0,0,0
434,1992,3,10,7.1,17.2,-2.0,-,963.9,60,0,9.7,4.4,11.1,-,0,0,0,0,0,0
435,1992,3,11,9.1,18.6,0.0,-,960.8,56,0,10.1,4.8,14.8,-,0,0,0,0,0,0
436,1992,3,12,9.3,18.4,0.0,-,957,49,0,10.0,6.3,20.6,-,0,0,0,0,0,0
437,1992,3,13,8.6,19.5,-1.0,-,955.7,50,0,10.3,4.3,14.8,-,0,0,0,0,0,0
438,1992,3,14,10.2,20.4,-1.0,-,956.4,51,0,10.1,10.2,29.4,-,0,0,0,0,0,0
439,1992,3,15,11.4,21.0,2.0,-,957.9,53,0,10.0,8.9,18.3,-,0,0,0,0,0,0
440,1992,3,16,12.4,24.0,1.0,-,956.6,43,0,9.8,4.8,13,-,0,0,0,0,0,0
441,1992,3,17,11.6,23.5,0.0,-,954.4,43,0,10.5,1.9,14.8,-,0,0,0,0,0,0
442,1992,3,18,12.3,22.0,2.0,-,953.1,47,0,11.1,4.1,14.8,-,0,0,0,0,0,0
443,1992,3,19,13.7,22.6,4.0,-,954.9,43,0,10.8,8.7,25.9,-,0,0,0,0,0,0
444,1992,3,20,13.7,24.8,3.0,-,956.3,45,0,11.6,2.6,11.1,-,0,0,0,0,0,0
445,1992,3,21,15.4,26.4,5.0,-,959.7,38,0,10.3,12.6,29.4,-,0,0,0,0,0,0
446,1992,3,22,15.4,24.0,9.0,-,960,40,0,10.8,11.3,29.4,-,0,0,0,0,0,0
447,1992,3,23,12.8,22.0,2.0,-,946.5,50,0,10.9,17.8,55.4,74.1,0,0,0,0,0,0
448,1992,3,24,6.0,12.2,2.0,-,938.2,59,0.25,11.7,22.2,48.2,51.9,0,1,0,0,0,0
449,1992,3,25,5.3,11.2,0.0,-,942,55,0,11.6,27.4,37,61.1,0,0,0,0,0,0
450,1992,3,26,6.0,13.0,0.0,-,939.4,57,0,10.9,23.0,46.5,-,0,1,0,0,0,0
451,1992,3,27,5.6,10.6,2.0,-,939.8,55,0,11.4,26.7,40.7,55.4,0,0,0,0,0,0
452,1992,3,28,6.8,13.0,2.0,-,944.7,50,0,10.9,16.3,37,55.4,0,0,0,0,0,0
453,1992,3,29,6.1,15.0,-4.0,-,943.1,55,0,10.8,10.0,29.4,-,0,0,0,0,0,0
454,1992,3,30,5.4,10.0,1.0,-,931.9,79,5.33,9.0,28.9,48.2,70.6,0,1,0,1,0,0
455,1992,3,31,4.6,10.5,0.0,-,927,71,2.54,11.1,23.9,83.5,101.9,0,1,0,0,0,0
456,1992,4,1,6.1,11.0,0.0,-,-,72,0,11.1,26.3,48.2,66.5,0,1,0,0,0,0
457,1992,4,2,9.3,13.2,6.0,-,-,83,3.05,10.5,21.1,29.4,44.6,0,1,0,0,0,0
458,1992,4,3,8.0,14.3,6.0,-,-,80,7.87,10.1,18.5,37,55.4,0,1,0,0,0,0
459,1992,4,4,8.2,12.0,6.0,-,-,80,7.11,10.3,5.4,29.4,-,0,1,0,0,0,0
460,1992,4,5,8.4,14.0,2.0,-,-,52,1.02,10.9,23.9,40.7,59.4,0,0,0,0,0,0
461,1992,4,6,6.4,16.0,-2.0,-,-,59,0,10.9,12.6,29.4,55.4,0,1,0,0,0,0
462,1992,4,7,9.9,15.6,3.6,-,-,59,0.51,11.3,21.1,44.6,63,0,1,0,0,0,0
463,1992,4,8,8.6,13.2,5.0,-,-,52,0,11.1,20.6,29.4,44.6,0,0,0,0,0,0
464,1992,4,9,10.5,17.4,4.0,-,-,54,0,11.3,21.7,33.5,40.7,0,0,0,0,0,0
465,1992,4,10,10.5,18.0,4.0,-,-,50,0,10.8,9.3,25.9,-,0,0,0,0,0,0
466,1992,4,11,11.0,22.5,0.0,-,-,45,0,9.8,5.2,14.8,-,0,0,0,0,0,0
467,1992,4,12,12.2,21.8,1.0,-,-,40,0,10.3,7.6,27.8,-,0,0,0,0,0,0
468,1992,4,13,11.8,19.0,5.0,-,-,51,0,11.3,14.1,27.8,-,0,0,0,0,0,0
469,1992,4,14,13.4,22.4,4.0,-,-,49,0,11.1,10.2,27.8,-,0,0,0,0,0,0
470,1992,4,15,13.9,19.8,9.0,-,-,44,0,11.1,21.7,44.3,-,0,0,0,0,0,0
471,1992,4,16,9.1,13.4,4.0,-,-,46,0,10.8,31.1,44.6,63,0,0,0,0,0,0
472,1992,4,17,9.5,18.2,3.0,-,-,50,0,10.9,25.0,42.4,53.5,0,0,0,0,0,0
473,1992,4,18,15.7,24.6,9.0,-,-,48,0,10.0,19.6,27.8,44.6,0,0,0,0,0,0
474,1992,4,19,15.4,26.0,4.5,-,-,39,0,10.0,6.7,24.1,-,0,0,0,0,0,0
